NORAD_CAT_ID,TIMESTAMP_UTC,X_KM,Y_KM,Z_KM,VX_KMS,VY_KMS,VZ_KMS
1361,2025-07-21 00:25:00,2971.648469032788,8648.076712748025,-768.3610571976112,-5.386965703499292,1.5493012899481198,-3.4624973587716688
1361,2025-07-21 00:30:00,1299.2905528659821,8909.206847999612,-1781.275143499653,-5.7188677574372795,0.18494678384350843,-3.2640625201822746
1361,2025-07-21 00:35:00,-433.1704359099574,8758.256715480966,-2711.6740116406345,-5.786149046460399,-1.1872893240740694,-2.91454814995838
1361,2025-07-21 00:40:00,-2145.60882519428,8202.376513839376,-3516.5069489090756,-5.585927917128118,-2.504181158092036,-2.430206254270974
1361,2025-07-21 00:45:00,-3758.872871171731,7267.3580173530545,-4158.542284567863,-5.127545156288554,-3.705144852214811,-1.8334271013001795
1361,2025-07-21 00:50:00,-5198.394410850141,5996.4308772662525,-4608.060363652757,-4.432096645590722,-4.7349446673428695,-1.151709264754866
1361,2025-07-21 00:55:00,-6397.582354597375,4448.283202986095,-4844.204845364438,-3.531466869623991,-5.546142225348272,-0.4164207499918494
1361,2025-07-21 01:00:00,-7300.857571935467,2694.3967755293193,-4855.937527635262,-2.466913752931798,-6.101203368055606,0.33859597033957867
1512,2025-07-21 00:00:00,-710.5598124452821,-455.17284822049834,-7525.597219905978,-6.026572790370521,-3.893846779703761,0.8027336993699804
1512,2025-07-21 00:05:00,-2464.8241108592088,-1588.786221994275,-6979.975094472737,-5.588103051680446,-3.6116085731434167,2.8101721683347005
1512,2025-07-21 00:10:00,-4017.3857799431635,-2592.385185367224,-5862.0580953226745,-4.690482599724793,-3.032622969706338,4.592295787295633
1512,2025-07-21 00:15:00,-5239.924044444843,-3383.0227015551454,-4261.700134057353,-3.4021808568009453,-2.2010498250579222,6.004115038051609
1512,2025-07-21 00:20:00,-6029.57049323721,-3894.174588801623,-2308.682629165609,-1.8236849902944887,-1.181746960569929,6.926202335104587
1512,2025-07-21 00:25:00,-6317.733246741837,-4081.445076958975,-163.42718157611958,-0.08184080095419376,-0.056619613238859494,7.2753990049331065
1512,2025-07-21 00:30:00,-6076.7551635836635,-3926.874620350452,1995.3394395213961,1.679004739128507,1.0810970687254233,7.014184853592381
1512,2025-07-21 00:35:00,-5323.452378748837,-3441.233486379973,3985.2938550929125,3.308880536234235,2.134507977263777,6.156796943221365
1512,2025-07-21 00:40:00,-4118.773575617964,-2663.809752899647,5636.358675564008,4.665922909428841,3.011928612295044,4.770388319866354
1512,2025-07-21 00:45:00,-2563.283117222876,-1659.4990820186679,6806.04146095343,5.630111081533044,3.635761146012014,2.970444253627998
1512,2025-07-21 00:50:00,-788.7591873422751,-513.3834961473904,7392.571214169484,6.115097391399282,3.9501423215885145,0.9108728875524549
1512,2025-07-21 00:55:00,1053.2860120218065,676.6801850708287,7344.410795615765,6.076725456846645,3.9264536833150903,-1.2299244074566331
1512,2025-07-21 01:00:00,2805.0368581126013,1808.734552472982,6665.18489316117,5.517489715404996,3.5662110038961576,-3.265407282164194
1520,2025-07-21 00:00:00,-1366.9756534986036,1936.1478459632579,-7078.810545425029,-4.024039597947103,5.645585122495926,2.3492971974717554
1520,2025-07-21 00:05:00,-2498.595704804225,3522.988191368845,-6081.200011364746,-3.465519139566963,4.85681808003657,4.254806947095595
1520,2025-07-21 00:10:00,-3416.3257663620434,4808.246728959521,-4561.963316193944,-2.6081677784999893,3.6492292765226955,5.800962862524847
1520,2025-07-21 00:15:00,-4040.9021900479693,5680.911536704453,-2650.4141769502226,-1.5254180181681813,2.126259504263005,6.8505905274104855
1520,2025-07-21 00:20:00,-4318.485089607383,6065.754677721043,-510.730809000327,-0.3120255999100229,0.42119229794164936,7.3105975841457225
1520,2025-07-21 00:25:00,-4225.742099002363,5930.4370049888275,1672.9271142281573,0.9251263768998025,-1.3157835072528,7.142104935276967
1520,2025-07-21 00:30:00,-3771.872716964684,5288.31164264068,3713.423750448565,2.077936575112909,-2.9329023146743998,6.364153066046794
1520,2025-07-21 00:35:00,-2997.325585725906,4196.583200239563,5437.68138118255,3.047870414273505,-4.291959414144103,5.050238169024195
1520,2025-07-21 00:40:00,-1969.5262170729698,2750.273310842902,6701.711820188721,3.7548538919158374,-5.280778822206762,3.318799893863406
1520,2025-07-21 00:45:00,-776.3651078322177,1073.0490436080531,7402.179572938644,4.143245647038825,-5.821569657069506,1.3200894123065372
1520,2025-07-21 00:50:00,481.64537697026196,-693.8085792858653,7483.816414886092,4.184820661791891,-5.875083474050963,-0.7780061970823852
1520,2025-07-21 00:55:00,1699.73377335738,-2403.156186372803,6942.663363695781,3.879370864028732,-5.441426528370918,-2.803461092096517
1520,2025-07-21 01:00:00,2777.152532384589,-3913.6187341339178,5825.449081188735,3.253651050122594,-4.558551212605073,-4.592359831311394
2826,2025-07-21 00:00:00,-2099.778450764088,5395.977484975845,-4009.6156167381546,-4.336237650336364,2.485228620630494,5.617991861559411
2826,2025-07-21 00:05:00,-3271.6211655503585,5854.204514623697,-2148.3754039008586,-3.4087812304454093,0.5428167973541053,6.683954184082837
2826,2025-07-21 00:10:00,-4110.002908144508,5715.786432511018,-67.65813105303238,-2.1321483429259103,-1.4581271352752827,7.068152392541305
2826,2025-07-21 00:15:00,-4528.950369986436,4994.080381971297,2019.9484714792543,-0.6366978111192713,-3.312046448965488,6.729261920189692
2826,2025-07-21 00:20:00,-4485.489050005691,3762.4764123454124,3900.768573788638,0.9238877800468451,-4.82799623407478,5.701517751719824
2826,2025-07-21 00:25:00,-3984.162709098146,2146.79979530115,5382.3724153969915,2.389419207207691,-5.850520335210703,4.090932526660493
2826,2025-07-21 00:30:00,-3076.3879545561085,312.10129081103645,6313.456062424858,3.610346067224774,-6.275740779880449,2.0630406884560855
2826,2025-07-21 00:35:00,-1854.9294681088954,-1554.4282475113876,6599.095571091263,4.462815990550279,-6.060981047482551,-0.17516022569186826
2826,2025-07-21 00:40:00,-444.3427725581542,-3262.4529799066313,6210.08550819638,4.860391927534478,-5.227994086542587,-2.3961543610246863
2826,2025-07-21 00:45:00,1011.5582557334304,-4637.599266734121,5185.8148331870825,4.762176494657431,-3.8606215910920834,-4.3738353281672975
2826,2025-07-21 00:50:00,2364.124380682552,-5539.088177068436,3630.5383146403774,4.177243104844504,-2.0973084964012876,-5.905495271843528
2826,2025-07-21 00:55:00,3474.9990322677577,-5874.327663296213,1703.16385426876,3.164746098516881,-0.11825638375912119,-6.832810183896595
2826,2025-07-21 01:00:00,4230.509282733023,-5608.83854531478,-398.8452092246764,1.8287473061814408,1.8727446580347888,-7.059601919287186
2866,2025-07-22 00:00:00,-29007.048672812176,-27135.161416180483,1178.7052738952711,2.1753769941008256,-2.30370071342391,-0.04491763468748925
2866,2025-07-22 00:05:00,-28346.208828069983,-27818.44519897418,1164.9035073725133,2.230038578299106,-2.2513260199043406,-0.047151849771515326
2866,2025-07-22 00:10:00,-27669.158140805786,-28485.81988876876,1150.4352480401647,2.2834445269066856,-2.1976444870944056,-0.04935994102929983
2866,2025-07-22 00:15:00,-26976.278055024362,-29136.897898129162,1135.3085215813805,2.3355632554586974,-2.142685993781697,-0.05154062078986078
2866,2025-07-22 00:20:00,-26267.95938550391,-29771.30072107701,1119.5317379589844,2.3863638795430417,-2.0864812018867704,-0.053692615382284405
2866,2025-07-22 00:25:00,-25544.60210473239,-30388.659165660352,1103.1136870989983,2.4358162350687125,-2.02906154058201,-0.05581466592925103
2866,2025-07-22 00:30:00,-24806.615123813404,-30988.61358167409,1086.0635343368026,2.483890898200359,-1.9704591898449766,-0.05790552913582816
2866,2025-07-22 00:35:00,-24054.41606744381,-31570.814083362166,1068.3908156273974,2.5305592049416137,-1.9107070634518,-0.059963978072928525
2866,2025-07-22 00:40:00,-23288.431043071534,-32134.920766934705,1050.105432521486,2.5757932703496467,-1.8498387914167918,-0.061988802954822536
2866,2025-07-22 00:45:00,-22509.094404346037,-32680.603922734997,1031.217646909232,2.6195660073635274,-1.78788870188508,-0.06397881191009093
2866,2025-07-22 00:50:00,-21716.848508981653,-33207.54424189253,1011.7380755337823,2.661851145228858,-1.7248918024857833,-0.06593283174539549
2866,2025-07-22 00:55:00,-20912.143471154777,-33715.43301730301,991.677684276748,2.7026232475015006,-1.6608837611536191,-0.0678497087014486
2866,2025-07-22 01:00:00,-20095.436908566342,-34203.97233877558,971.047782218127,2.7418577296130096,-1.595900886427815,-0.06972830920055101
2872,2025-07-22 00:00:00,-7063.285568439756,1394.9923082898395,1012.8499406247416,-1.4509541695281718,-2.3234293461535054,-6.8837724936015485
2872,2025-07-22 00:05:00,-7164.410496275309,644.0998190518293,-1067.2622187349752,0.7818185847963607,-2.6434391636961374,-6.875245171592734
2872,2025-07-22 00:10:00,-6601.697213342103,-166.4858078019312,-3048.2741850633747,2.9398352347049888,-2.718342577296944,-6.22854253854292
2872,2025-07-22 00:15:00,-5428.164268486408,-961.6903533043802,-4746.610975683324,4.8222370205044784,-2.541856773078224,-5.005878575383177
2872,2025-07-22 00:20:00,-3753.3757569194568,-1668.1218528770207,-6005.632813063445,6.255890251987758,-2.13128753605237,-3.3229076342860773
2872,2025-07-22 00:25:00,-1732.6740287546052,-2220.8604888126292,-6709.913998562312,7.110903781946183,-1.5252602107934001,-1.3363777070562743
2872,2025-07-22 00:30:00,447.4768211776668,-2569.281902300255,-6795.338503908781,7.310986827865846,-0.7796715423417834,0.7710439694842285
2872,2025-07-22 00:35:00,2586.4951968140804,-2681.490366306808,-6254.462714378855,6.838839584395001,0.03743323840718913,2.8069217961298887
2872,2025-07-22 00:40:00,4487.640379293283,-2547.11159469374,-5137.012560939697,5.737203074373191,0.8516303606119942,4.585251965732131
2872,2025-07-22 00:45:00,5975.668202545738,-2178.278256256247,-3545.5578308152335,4.1057610111429605,1.5883778775896675,5.942351452355933
2872,2025-07-22 00:50:00,6912.884778203237,-1608.6803426128786,-1626.5323826003291,2.0934650724976365,2.179609975940659,6.751829922832585
2872,2025-07-22 00:55:00,7212.147940934506,-890.6385725892706,442.9337134678881,-0.11415318941985285,2.570216021721896,6.937239176805179
2872,2025-07-22 01:00:00,6845.351345438158,-90.34907255842751,2471.377921843296,-2.3122212126351886,2.7236028398131333,6.480394713238645
2874,2025-07-21 00:00:00,-2839.3471005665806,5811.0842260597765,3353.115130627871,-1.1829780022063574,-4.076375263349649,6.057980674350011
2874,2025-07-21 00:05:00,-3058.1425313350496,4339.6109095644815,4987.824887151838,-0.2645617395447294,-5.65720343629657,4.755825730259853
2874,2025-07-21 00:10:00,-2995.7680364345565,2469.1123627171664,6162.838165295066,0.6769912169479378,-6.716205643343476,3.0172633906488775
2874,2025-07-21 00:15:00,-2658.2783857981685,371.8362606899645,6770.508701490858,1.5554675193580236,-7.157641273566658,1.0027612533552364
2874,2025-07-21 00:20:00,-2076.836204993344,-1759.574227122937,6755.312955142687,2.2909049641347887,-6.942101016397181,-1.103299746249274
2874,2025-07-21 00:25:00,-1304.7981392595373,-3729.487241217613,6118.6196620853925,2.8163453988564777,-6.089143428545051,-3.1087380948913
2874,2025-07-21 00:30:00,-412.9331972200738,-5356.832458631937,4918.57998254331,3.0835181233547377,-4.675671229405856,-4.8299052221664205
2874,2025-07-21 00:35:00,516.886431777162,-6491.535293391977,3265.138580899037,3.067294916525892,-2.830068270473658,-6.107792346829607
2874,2025-07-21 00:40:00,1399.097323608481,-7028.506646751986,1310.343663540062,2.768490896375283,-0.7217006439825525,-6.823053761011935
2874,2025-07-21 00:45:00,2152.3688815297323,-6917.769275273771,-765.4870531292532,2.2143697571159504,1.454271084889468,-6.908271590845104
2874,2025-07-21 00:50:00,2707.266717671868,-6169.442871767104,-2770.5998892874595,1.4563528945439719,3.4956817742195585,-6.35534761268275
2874,2025-07-21 00:55:00,3012.805657587915,-4852.836235506001,-4519.91129761437,0.5649718387366054,5.213384562556322,-5.216427258832688
2874,2025-07-21 01:00:00,3041.156576343232,-3089.716792652108,-5852.373580268887,-0.3772268761744391,6.449570213925699,-3.5981376550952064
2909,2025-07-22 00:00:00,-6391.8776768786165,-2004.8636944513896,-1441.0585351795994,2.2284522889150202,-2.108058739890243,-6.987588773959685
2909,2025-07-22 00:05:00,-5382.499206144889,-2514.812779446172,-3418.6351110761784,4.437198154160433,-1.2602831850540082,-6.073553623858798
2909,2025-07-22 00:10:00,-3779.2327040966275,-2747.334295613727,-5018.0927228517285,6.151171263859289,-0.2759465908087034,-4.491006074616075
2909,2025-07-22 00:15:00,-1760.1142975162368,-2677.623365231946,-6064.036718876852,7.184550188731146,0.7359411637754288,-2.4181311871160895
2909,2025-07-22 00:20:00,452.2259915440295,-2314.0883562220965,-6442.745369258444,7.428073347107537,1.664989252223499,-0.08382790912871793
2909,2025-07-22 00:25:00,2615.0579885218804,-1697.0169288187487,-6113.62406139416,6.857751729002855,2.4108250005155045,2.2575730657618394
2909,2025-07-22 00:30:00,4491.435318122947,-894.0712229101157,-5112.989118583897,5.535709927933399,2.8928063880396584,4.351910644018732
2909,2025-07-22 00:35:00,5875.3202515512285,6.877643510621971,-3550.2299734530498,3.604336444910132,3.058039796781555,5.970348083659714
2909,2025-07-22 00:40:00,6613.911829015788,907.0398677449,-1596.541271149447,1.273326983840832,2.8874183794067276,6.933552386196311
2909,2025-07-22 00:45:00,6624.890504266143,1707.3938416518,533.2146607330964,-1.2013091305423438,2.3986906977950286,7.132796222389198
2909,2025-07-22 00:50:00,5906.216250527527,2319.6875844665824,2604.0479908935126,-3.545544232350095,1.6453203684290507,6.544202845607415
2909,2025-07-22 00:55:00,4536.763322296841,2676.3853412355907,4387.150810869855,-5.499328289917472,0.7106064706734657,5.232511929436413
2909,2025-07-22 01:00:00,2667.481467056286,2738.2238429336953,5685.575315531018,-6.846820144432745,-0.3021394960007873,3.3431645432449084
5204,2025-07-21 00:00:00,41694.857862051394,-9333.235247321503,380.30398729048983,0.6728180868653669,2.980669833919254,0.019811888884095095
5204,2025-07-21 00:05:00,41887.09967888683,-8436.962331103503,386.1486734336072,0.6087567372312549,2.9942898351956426,0.019224240486255675
5204,2025-07-21 00:10:00,42060.08163989822,-7536.810049297891,391.81569969889335,0.5444231887042759,3.006531496842004,0.018627856060471296
5204,2025-07-21 00:15:00,42213.726540498494,-6633.1927137012535,397.3024914504428,0.4798471575175081,3.0173895094306564,0.01802301275189411
5204,2025-07-21 00:20:00,42347.96610595052,-5726.526132482644,402.60655778715875,0.4150584578046501,3.0268592068499585,0.01740999147485345
5204,2025-07-21 00:25:00,42462.741018632994,-4817.227416949669,407.7254926512391,0.35008698756711704,3.0349365678626463,0.016789076777789024
5204,2025-07-21 00:30:00,42558.00094109415,-3905.7147878924243,412.65697589591616,0.28496271462805545,3.0416182173537405,0.0161605567067165
5204,2025-07-21 00:35:00,42633.70453489104,-2992.4073815985575,417.39877431202234,0.21971566258033012,3.0469014272685895,0.015524722667298815
5204,2025-07-21 00:40:00,42689.819475212826,-2077.7250556355657,421.9487426129584,0.1543758967357064,3.0507841172417014,0.014881869285599217
5204,2025-07-21 00:45:00,42726.32246129014,-1162.0881944883627,426.304824377703,0.08897351008183367,3.053264854917318,0.014232294267586992
5204,2025-07-21 00:50:00,42743.199222593496,-245.91751514833547,430.46505295148353,0.023538609254186223,3.0543428559626813,0.013576298257472324
5204,2025-07-21 00:55:00,42740.444520826364,670.3661272566455,434.42755230377924,-0.04189869947038491,3.0540179837752723,0.012914184694942795
5204,2025-07-21 01:00:00,42718.06214772061,1586.3419336975617,438.19053784333244,-0.10730832415159557,3.052290748885294,0.012246259671377109
5398,2025-07-22 00:00:00,-481.16381088145187,-466.58784395096154,7143.866831700888,-2.448450283447389,-6.987402750291207,-0.6401627148535048
5398,2025-07-22 00:05:00,-1180.8268782807909,-2506.779182610439,6611.325719981623,-2.1781234343172766,-6.503701406766848,-2.882720596507937
5398,2025-07-22 00:10:00,-1766.8385732810432,-4305.658528749501,5441.156894725256,-1.6964982450136217,-5.390541335849547,-4.856652075978129
5398,2025-07-22 00:15:00,-2181.9365477262004,-5687.9993260547135,3743.567519366989,-1.0475926399420858,-3.7482221172676433,-6.369501595618678
5398,2025-07-22 00:20:00,-2384.7507228510713,-6516.918547738133,1681.0571877953812,-0.29268918885926054,-1.7306251147894705,-7.268214549003323
5398,2025-07-22 00:25:00,-2354.278752492057,-6708.3043830551305,-546.1406737895155,0.49473896903594894,0.46688631203344183,-7.457012415903134
5398,2025-07-22 00:30:00,-2092.5014286955193,-6240.591161917588,-2719.4126079475714,1.23630457883749,2.626325801621944,-6.9108374052292625
5398,2025-07-22 00:35:00,-1624.582314450644,-5158.079860324503,-4624.019342880211,1.8573308768885561,4.530750919645221,-5.680669984621917
5398,2025-07-22 00:40:00,-996.4597648721474,-3566.917354473804,-6071.456404455783,2.2953218050518753,5.988739977966487,-3.8887835541768947
5398,2025-07-22 00:45:00,-270.1132194843629,-1624.1622349513857,-6918.954193490896,2.5067647364537655,6.855301883768379,-1.7148172507966022
5398,2025-07-22 00:50:00,482.83747797712385,478.49387754223267,-7083.7817640894655,2.471363768735252,7.046297047912726,0.6242811320170841
5398,2025-07-22 00:55:00,1188.390420275407,2534.227699512668,-6551.054162363721,2.193572552694321,6.545571338027805,2.8969797813896534
5398,2025-07-22 01:00:00,1777.5098435930406,4341.69081733762,-5374.655259067063,1.7017260377447718,5.405341632427454,4.880077028903525
7530,2025-07-21 00:00:00,5373.185264630488,3726.6074352910437,4301.033075086862,4.144323103779525,0.7143672937478786,-5.766220812879426
7530,2025-07-21 00:05:00,6401.430913154656,3799.8101853249177,2432.556401300143,2.6680826051810214,-0.22926542895832025,-6.612315371560797
7530,2025-07-21 00:10:00,6954.323200403076,3590.84333084911,383.03110048053577,0.9952361837453615,-1.1549786218641558,-6.965794362705492
7530,2025-07-21 00:15:00,6991.410366204309,3115.5341390587905,-1695.000416950706,-0.74905656480517,-1.9938096740268443,-6.801410214863961
7530,2025-07-21 00:20:00,6510.751720745335,2409.4950306104042,-3647.2860096271115,-2.434911579993217,-2.6836741482778987,-6.133017224247702
7530,2025-07-21 00:25:00,5548.808965646596,1525.330143183738,-5329.4341131597575,-3.9378317837540306,-3.1740720496884762,-5.0119554737820495
7530,2025-07-21 00:30:00,4177.409841190097,528.5951497901727,-6617.525891348952,-5.1479533266578725,-3.42963842046599,-3.5223873674264645
7530,2025-07-21 00:35:00,2498.1760234262997,-507.10402832835643,-7416.971788808148,-5.977613650303217,-3.4323230863103587,-1.7744061953236374
7530,2025-07-21 00:40:00,634.9798663145453,-1505.465278089463,-7669.08632141136,-6.366904630765887,-3.1822512350196632,0.1041485319236806
7530,2025-07-21 00:45:00,-1274.9688107172017,-2392.9300175508397,-7355.107328045108,-6.287274143795079,-2.697465215491877,1.9764556757773348
7530,2025-07-21 00:50:00,-3090.850315670593,-3103.9019454613904,-6497.545030022728,-5.7433750504941035,-2.0127291234138482,3.705710474248704
7530,2025-07-21 00:55:00,-4678.26366082671,-3585.4738913023025,-5158.808395318876,-4.773211543167984,-1.1774437053359712,5.164257733201921
7530,2025-07-21 01:00:00,-5919.017119227729,-3801.3858372850186,-3437.0865204965808,-3.446357539442139,-0.2525924419470041,6.242711400282771
7646,2025-07-21 00:00:00,5839.557289081079,800.9375772129139,4096.813611900568,-3.4440192545186354,5.49947304239825,3.821406907800946
7646,2025-07-21 00:05:00,4542.4046078537,2385.812268070235,5027.443783110978,-5.132925248677824,4.981235472777011,2.3335977611076464
7646,2025-07-21 00:10:00,2809.9935861724875,3742.27780527012,5475.399483837141,-6.322111629588472,3.99072530743189,0.6313223375543583
7646,2025-07-21 00:15:00,810.3593463560825,4743.507525859756,5402.084733309122,-6.901731863850148,2.6341349745560922,-1.112411988830761
7646,2025-07-21 00:20:00,-1265.7466010035505,5300.147489091947,4820.9375892822545,-6.8308747012620525,1.0520538565510018,-2.727234675891065
7646,2025-07-21 00:25:00,-3225.6000248853484,5367.778363224829,3793.607332787593,-6.136354623593399,-0.5997126618929812,-4.064878560998078
7646,2025-07-21 00:30:00,-4893.510490832579,4948.699075508403,2421.145620326704,-4.902786607591278,-2.1683107667671737,-5.012681352145077
7646,2025-07-21 00:35:00,-6126.013248819416,4088.7571388029896,832.1386031064326,-3.257642970429193,-3.518342608651658,-5.500415319307458
7646,2025-07-21 00:40:00,-6822.269843981682,2870.521342282586,-830.3100601191184,-1.354847855088379,-4.541604409047481,-5.501284370934546
7646,2025-07-21 00:45:00,-6929.6590616801095,1404.238156479018,-2421.2195966874465,0.6404325939737159,-5.162231162232339,-5.028765462746517
7646,2025-07-21 00:50:00,-6445.180474373852,-182.17445246921577,-3805.027819206207,2.564336533571225,-5.338252078822089,-4.13117541502973
7646,2025-07-21 00:55:00,-5413.556136809886,-1753.2216605859353,-4865.120671820846,4.263885360217777,-5.0609191844482835,-2.8855639905554225
7646,2025-07-21 01:00:00,-3922.845853627122,-3175.558954777042,-5511.572501320961,5.604216346142827,-4.353101424303116,-1.3919387552213593
8820,2025-07-21 00:00:00,-4214.146722138307,770.9279317810755,-11524.032214014667,2.1762393287137773,5.237492182460748,-0.41977006337672795
8820,2025-07-21 00:05:00,-3522.799445527567,2329.7062571070746,-11538.512185389021,2.4254025152986247,5.137621368616577,0.32361617415450145
8820,2025-07-21 00:10:00,-2763.541152736322,3843.561532299643,-11330.348995775095,2.628227043504543,4.938422579920556,1.0621389287443765
8820,2025-07-21 00:15:00,-1950.9071925737287,5283.165151908503,-10903.138726376397,2.7806358919158947,4.643341863278907,1.7815718500138247
8820,2025-07-21 00:20:00,-1100.5184091888236,6620.502976130586,-10264.714649258283,2.8794829381562663,4.257687357070499,2.467937623480936
8820,2025-07-21 00:25:00,-228.790105877327,7829.424663777489,-9427.032142072252,2.922629013433973,3.788561701203295,3.1077773378017226
8820,2025-07-21 00:30:00,647.3794634203734,8886.16726471036,-8405.972545991712,2.909002007503547,3.2447578378176285,3.688420897691336
8820,2025-07-21 00:35:00,1510.9358809222326,9769.841879857928,-7221.066454890987,2.8386382353116115,2.636616804133506,4.1982529941565625
8820,2025-07-21 00:40:00,2345.0046024399153,10462.871923172741,-5895.1387278542215,2.7127023059354145,1.975847169994808,4.626968028359928
8820,2025-07-21 00:45:00,3133.22942778905,10951.371617946994,-4453.879631354222,2.5334830269366595,1.2753072345834768,4.965806471897834
8820,2025-07-21 00:50:00,3860.105924137734,11225.453943629742,-2925.3488579274026,2.3043634633140138,0.5487528807201631,5.207764612030753
8820,2025-07-21 00:55:00,4511.3018760038985,11279.45839739289,-1339.4215996224818,2.0297641409558618,-0.1894440615378155,5.347769625727545
8820,2025-07-21 01:00:00,5073.956685939007,11112.090672835258,272.8117979054158,1.7150594881073196,-0.924600167331132,5.3828125461304985
13086,2025-07-22 00:00:00,12007.912843347502,-40904.05551076748,-3203.563017921257,2.9044216250695873,0.8143558205618434,0.47651709107186013
13086,2025-07-22 00:05:00,12876.408494574454,-40650.37892421799,-3059.8878223090087,2.885377674017331,0.8767697564311737,0.48131016353055317
13086,2025-07-22 00:10:00,13738.992161066866,-40378.03814994909,-2914.8080325964715,2.8650093167927784,0.938779927994211,0.48588215088931297
13086,2025-07-22 00:15:00,14595.267920330254,-40087.15859118704,-2768.3902886187275,2.8433259613316033,1.0003578658916736,0.4902309620441588
13086,2025-07-22 00:20:00,15444.84276290247,-39777.87416208264,-2620.7018420538166,2.8203376194784893,1.061475301733705,0.49435460867580266
